GenerationFileの情報,エージェントID,発生時刻1,発生時刻2,到着時刻1,到着時刻2,移動時間1,移動時間2
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:51:00" "total":27 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03903,21:51:14,10274,22:32:33,12753,00:41:19,2479
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:55:00" "total":25 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04032,21:55:46,10546,22:32:34,12754,00:36:48,2208
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:57:00" "total":24 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04078,21:57:37,10657,22:32:36,12756,00:34:59,2099
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:48:00" "total":29 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03831,21:48:56,10136,22:32:38,12758,00:43:42,2622
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:08:00" "total":16 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04314,22:08:57,11337,22:32:40,12760,00:23:43,1423
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:13:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04389,22:13:53,11633,22:32:42,12762,00:18:49,1129
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:07:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04292,22:07:34,11254,22:32:43,12763,00:25:09,1509
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:41:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03572,21:41:02,9662,22:33:59,12839,00:52:57,3177
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:46:00" "total":30 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03770,21:46:58,10018,22:34:02,12842,00:47:04,2824
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:01:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04180,22:01:51,10911,22:34:04,12844,00:32:13,1933
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:05:00" "total":18 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04254,22:05:31,11131,22:34:06,12846,00:28:35,1715
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:09:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04317,22:09:10,11350,22:34:08,12848,00:24:58,1498
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:52:00" "total":27 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03936,21:52:31,10351,22:34:10,12850,00:41:39,2499
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:11:00" "total":14 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04357,22:11:27,11487,22:34:12,12852,00:22:45,1365
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:47:00" "total":29 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03800,21:47:57,10077,22:34:13,12853,00:46:16,2776
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:13:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04380,22:13:06,11586,22:34:15,12855,00:21:09,1269
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:01:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04175,22:01:41,10901,22:34:17,12857,00:32:36,1956
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Route1"} "startTime":"22:10:00" "total":1 "duration":1 "startPlace":"SL_GPS" "goal":"EXIT_GPS" "conditions":["INDEXA_R1_190"]},ag04333,22:10:00,11400,22:34:18,12858,00:24:18,1458
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:51:00" "total":27 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03900,21:51:11,10271,22:34:19,12859,00:43:08,2588
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:13:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04386,22:13:37,11617,22:34:21,12861,00:20:44,1244
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:04:00" "total":19 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04236,22:04:29,11069,22:34:23,12863,00:29:54,1794
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:10:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04337,22:10:06,11406,22:34:24,12864,00:24:18,1458
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:10:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04338,22:10:10,11410,22:34:26,12866,00:24:16,1456
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:10:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04346,22:10:33,11433,22:34:28,12868,00:23:55,1435
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:14:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04393,22:14:12,11652,22:34:30,12870,00:20:18,1218
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:13:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04390,22:13:54,11634,22:34:32,12872,00:20:38,1238
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:17:00" "total":10 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04429,22:17:30,11850,22:34:34,12874,00:17:04,1024
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:18:00" "total":10 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04439,22:18:25,11905,22:34:35,12875,00:16:10,970
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:16:00" "total":11 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04419,22:16:16,11776,22:34:37,12877,00:18:21,1101
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:14:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04402,22:14:56,11696,22:34:39,12879,00:19:43,1183
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:12:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04376,22:12:33,11553,22:34:41,12881,00:22:08,1328
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:15:00" "total":11 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04414,22:15:51,11751,22:34:43,12883,00:18:52,1132
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:12:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04368,22:12:06,11526,22:34:45,12885,00:22:39,1359
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:14:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04400,22:14:47,11687,22:34:47,12887,00:20:00,1200
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:17:00" "total":10 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04427,22:17:17,11837,22:34:48,12888,00:17:31,1051
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:17:00" "total":10 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04426,22:17:02,11822,22:34:50,12890,00:17:48,1068
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:18:00" "total":10 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04443,22:18:49,11929,22:34:52,12892,00:16:03,963
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:17:00" "total":10 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04435,22:17:54,11874,22:34:54,12894,00:17:00,1020
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:15:00" "total":11 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04413,22:15:50,11750,22:34:56,12896,00:19:06,1146
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:15:00" "total":11 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04405,22:15:09,11709,22:34:58,12898,00:19:49,1189
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:56:00" "total":24 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04055,21:56:39,10599,22:34:59,12899,00:38:20,2300
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"22:07:00" "total":1 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04290,22:07:27,11247,22:35:01,12901,00:27:34,1654
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"21:42:00" "total":3 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03604,21:42:01,9721,22:35:02,12902,00:53:01,3181
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"21:51:00" "total":2 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03920,21:51:47,10307,22:35:04,12904,00:43:17,2597
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"22:09:00" "total":1 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04321,22:09:25,11365,22:35:05,12905,00:25:40,1540
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"21:44:00" "total":3 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03676,21:44:07,9847,22:35:07,12907,00:51:00,3060
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"22:10:00" "total":1 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04340,22:10:14,11414,22:35:08,12908,00:24:54,1494
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"21:34:00" "total":4 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03340,21:34:32,9272,22:35:10,12910,01:00:38,3638
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:55:00" "total":25 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04010,21:55:00,10500,22:35:15,12915,00:40:15,2415
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:53:00" "total":26 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03962,21:53:18,10398,22:35:18,12918,00:42:00,2520
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:09:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04323,22:09:33,11373,22:35:20,12920,00:25:47,1547
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:40:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03559,21:40:38,9638,22:35:22,12922,00:54:44,3284
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:40:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03564,21:40:47,9647,22:35:24,12924,00:54:37,3277
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:12:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04375,22:12:29,11549,22:35:26,12926,00:22:57,1377
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:12:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04372,22:12:16,11536,22:35:28,12928,00:23:12,1392
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:07:00" "total":17 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04297,22:07:53,11273,22:35:30,12930,00:27:37,1657
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:12:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04374,22:12:28,11548,22:35:31,12931,00:23:03,1383
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:10:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04348,22:10:44,11444,22:35:33,12933,00:24:49,1489
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:10:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04345,22:10:25,11425,22:35:35,12935,00:25:10,1510
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:35:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03376,21:35:35,9335,22:35:37,12937,01:00:02,3602
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:08:00" "total":16 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04306,22:08:32,11312,22:35:39,12939,00:27:07,1627
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:40:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03539,21:40:04,9604,22:35:41,12941,00:55:37,3337
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:36:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03401,21:36:13,9373,22:35:42,12942,00:59:29,3569
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:12:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04371,22:12:13,11533,22:35:44,12944,00:23:31,1411
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:41:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03594,21:41:38,9698,22:35:46,12946,00:54:08,3248
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:01:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04179,22:01:47,10907,22:35:48,12948,00:34:01,2041
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:14:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04392,22:14:11,11651,22:35:50,12950,00:21:39,1299
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:14:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04399,22:14:45,11685,22:35:51,12951,00:21:06,1266
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:51:00" "total":27 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03913,21:51:32,10292,22:35:53,12953,00:44:21,2661
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:00:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04150,22:00:34,10834,22:35:55,12955,00:35:21,2121
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:00:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04146,22:00:26,10826,22:35:57,12957,00:35:31,2131
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:00:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04157,22:00:54,10854,22:35:58,12958,00:35:04,2104
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:46:00" "total":30 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03766,21:46:51,10011,22:36:00,12960,00:49:09,2949
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:36:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03417,21:36:43,9403,22:36:02,12962,00:59:19,3559
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:14:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04395,22:14:25,11665,22:36:03,12963,00:21:38,1298
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:08:00" "total":16 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04315,22:08:58,11338,22:36:05,12965,00:27:07,1627
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:11:00" "total":14 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04355,22:11:13,11473,22:36:07,12967,00:24:54,1494
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:45:00" "total":30 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03728,21:45:38,9938,22:36:09,12969,00:50:31,3031
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:40:00" "total":31 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03551,21:40:26,9626,22:36:10,12970,00:55:44,3344
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"21:49:00" "total":28 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag03833,21:49:02,10142,22:36:12,12972,00:47:10,2830
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:15:00" "total":11 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04409,22:15:13,11713,22:36:14,12974,00:21:01,1261
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:08:00" "total":16 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04310,22:08:46,11326,22:36:16,12976,00:27:30,1650
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:11:00" "total":14 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04365,22:11:55,11515,22:36:17,12977,00:24:22,1462
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:11:00" "total":14 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04363,22:11:50,11510,22:36:19,12979,00:24:29,1469
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:09:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04325,22:09:36,11376,22:36:21,12981,00:26:45,1605
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"22:11:00" "total":14 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag04362,22:11:49,11509,22:36:23,12983,00:24:34,1474
